original_folder,name,method
"Nordic Fashion Biennale","Nordic Fashion Biennale",proper_case
"Nordischer Schmuck S","Nordischer Schmuck",proper_case
"Norwegian Crafts","Norwegian Crafts",proper_case
"Nürnberg–Isabelle Enders","Isabelle Enders",proper_case
"Object Rotterdam 2012 exhibitors selection","Object Rotterdam",proper_case
"Object Rotterdam 2012 overview","Object Rotterdam",proper_case
"Officine Saffi Preis","Officine Saffi Preis",proper_case
"Olafur Eliason","Olafur Eliason",proper_case
"Olga und Kinga Zobel 12","Kinga Zobel",proper_case
"Oliver Schmidt","Oliver Schmidt",proper_case
"Oliver Schmidt 1:3","Oliver Schmidt",proper_case
"OLIVETTI CONNECTION","Olivetti Connection",upper_space
"Olivia Lowe","Olivia Lowe",proper_case
"Online Bilder","Online Bilder",proper_case
"Othmar Prenner","Othmar Prenner",proper_case
"Othmar Prenner 14","Othmar Prenner",proper_case
"Otobong Nkanga 4","Otobong Nkanga",proper_case
"Otto Kuenzli","Otto Kuenzli",proper_case
"Otto Künzli","Otto Künzli",proper_case
"Otto Künzli 2","Otto Künzli",proper_case
"Papcun Material","Papcun Material",proper_case
"Patrick Malotki 1:3","Patrick Malotki",proper_case
"Patrick Müller","Patrick Müller",proper_case
"Paul Adie UK","Paul Adie",proper_case
"Paul Derrez","Paul Derrez",proper_case
"Paul Derrez 8","Paul Derrez",proper_case
"Paul Derrez Silber:Löffel 4 S","Paul Derrez Silber",proper_case
"Paul March Zufferey","Paul March Zufferey",proper_case
"Paul Müller","Paul Müller",proper_case
"Pauli Martin","Pauli Martin",proper_case
"Pauline Betin","Pauline Betin",proper_case
"Pauline Bétin","Pauline Bétin",proper_case
"Pavan Schmuck für Neue Sammlung","Pavan Schmuck",proper_case
"Performance - Performance","Performance Performance",proper_case
"Perry Rubenstein Gallery","Perry Rubenstein Gallery",proper_case
"Peter Bauhuis","Peter Bauhuis",proper_case
"Peter Burger","Peter Burger",proper_case
"Peter Chang 8","Peter Chang",proper_case
"Peter Haimerl","Peter Haimerl",proper_case
"Peter Kuehnis-Dietz_ok","Peter Kuehnis",proper_case
"Peter Skubic","Peter Skubic",proper_case
"Peter Skubic 1","Peter Skubic",proper_case
"Peter Vogel","Peter Vogel",proper_case
"Petra Giers","Petra Giers",proper_case
"Petra Zimmermann","Petra Zimmermann",proper_case
"Petz-Hornmanufactur","Petz Hornmanufactur",proper_case
"Phillips Design 1 Seite","Phillips Design",proper_case
"Phillips Nordic Design 1 Seite","Phillips Nordic Design",proper_case
"Photos Blom & Blom store Amsterdam","Photos Blom",proper_case
"Photos Founders & Logo","Photos Founders",proper_case
"Photos from exhibition, by Tora Urup","Tora Urup",proper_case
"Photos Lebensumfeld","Photos Lebensumfeld",proper_case
"Photos Peter Cox","Photos Peter Cox",proper_case
"Photos Presse allgemein mit  Bilduunterschriften","Photos Presse",proper_case
"Pia Fischer 1:6","Pia Fischer",proper_case
"Pia Rohrer","Pia Rohrer",proper_case
"Pia Sommerlad","Pia Sommerlad",proper_case
"Pictures - Immagini","Pictures Immagini",proper_case
"Pierre Junod","Pierre Junod",proper_case
"Piet Hein Eek","Piet Hein Eek",proper_case
"Pippin Drysdale","Pippin Drysdale",proper_case
"Platin Promenade 2012 2","Platin Promenade",proper_case
"PORTRAIT MR FRANCO COLOGNI","Portrait Mr Franco Cologni",upper_space
"PORTRAIT OPTIONS","Portrait Options",upper_space
"Portraitfotos Lydia Gastroph","Portraitfotos Lydia Gastroph",proper_case
"PORTRAITS JURY","Portraits Jury",upper_space
"Porträt  Lebenslauf  Kreativort","Porträt Lebenslauf Kreativort",proper_case
"Porträt Barcelona Vilalta","Porträt Barcelona Vilalta",proper_case
"Porträt Svenja John","Porträt Svenja John",proper_case
"Porträts Goldstein","Porträts Goldstein",proper_case
"Porzellan Design-Ikonen","Porzellan Design Ikonen",proper_case
"Porzellan Ikonen Bilder","Porzellan Ikonen Bilder",proper_case
"Potentiale Feldkirch 2 S","Potentiale Feldkirch",proper_case
"Potsdamer Werkstätten Steffen Brünner 1","Potsdamer Werkstätten Steffen",proper_case
"Preisträger Grassimesse","Preisträger Grassimesse",proper_case
"Press Selection","Press Selection",proper_case
"PRESS_DE_INTUITIEFABRIEK_SCRINIUM","Press De Intuitiefabriek Scrinium",underscore_upper
"Pressemappe Stand","Pressemappe Stand",proper_case
"Pride Power Paul Derrez 2","Pride Power Paul",proper_case
"Production Facilities_Photo by Joel Tettamanti","Joel Tettamanti",proper_case
"Prühl Künzli 1","Prühl Künzli",proper_case
"Punktum Neuburger Claudia","Punktum Neuburger Claudia",proper_case
"Pura Ferreiro 2 S","Pura Ferreiro",proper_case
"Pura Ferreiro da","Pura Ferreiro",proper_case
"Purpur Parcours","Purpur Parcours",proper_case
"Quetsche Buchkunst 6 Seiten","Quetsche Buchkunst",proper_case
"Quetzaljo Ting","Quetzaljo Ting",proper_case
"Quilt Triennale","Quilt Triennale",proper_case
"Quittenbaum Jugendstil Art Déco 20.4.","Quittenbaum Jugendstil Art",proper_case
"R Freimann Sink 1 S","Freimann Sink",proper_case
"Ra Karin Herwegh","Ra Karin Herwegh",proper_case
"Ra Miriam Hiller","Ra Miriam Hiller",proper_case
"Ra Paul Derrez","Ra Paul Derrez",proper_case
"Rahel Fiebelkorn 1:6","Rahel Fiebelkorn",proper_case
"Rahel Koller formforum","Rahel Koller",proper_case
"Raimer Jochims 12 S","Raimer Jochims",proper_case
"Rainer Brand","Rainer Brand",proper_case
"Rainer Wiencke 1:6","Rainer Wiencke",proper_case
"Ramon Zangger","Ramon Zangger",proper_case
"Ramon Zangger 1:3","Ramon Zangger",proper_case
"Ramon Zangger 1:6","Ramon Zangger",proper_case
"Rams Material","Rams Material",proper_case
"Rams-Buero,MKG","Rams Buero",proper_case
"Razalina Busel aus Polen","Razalina Busel",proper_case
"Rebecca Klarner (1)","Rebecca Klarner",proper_case
"Rebecca Klarner vielleicht farbig unterlegt","Rebecca Klarner",proper_case
"Redesign Webseite","Redesign Webseite",proper_case
"Regula Gsell-Negri_ok","Regula Gsell",proper_case
"Reinewald-Unger","Reinewald Unger",proper_case
"Reinhold Ziegler 4 Seiten","Reinhold Ziegler",proper_case
"Reinold Capelli","Reinold Capelli",proper_case
"Réka LörinczBildauswahl","Réka Lö",proper_case
"Rembrandt Jordan","Rembrandt Jordan",proper_case
"Rembrandt Jordan Gold","Rembrandt Jordan Gold",proper_case
"Rembrandt Material","Rembrandt Material",proper_case
"Renate Heintze 2 S","Renate Heintze",proper_case
"René Reichenbach","René Reichenbach",proper_case
"Restliche Teilnehmer","Restliche Teilnehmer",proper_case
"Ribeiro Anzeige","Ribeiro Anzeige",proper_case
"Rick Owens - Carpenters Workshop","Rick Owens Carpenters",proper_case
"Ring Party","Ring Party",proper_case
"Ring Weimar","Ring Weimar",proper_case
"Ringparty Treviso","Ringparty Treviso",proper_case
"Rintala Eggertsson","Rintala Eggertsson",proper_case
"Rober Hoffmann","Rober Hoffmann",proper_case
"Robert Hoffmann 12","Robert Hoffmann",proper_case
"Robert Race","Robert Race",proper_case
"Robert Smit","Robert Smit",proper_case
"Robert Wilson in Glass","Robert Wilson",proper_case
"Rochat Material","Rochat Material",proper_case
"Romy Kraft 1:6","Romy Kraft",proper_case
"Ron Nagle 4","Ron Nagle",proper_case
"Rose Jaeger","Rose Jaeger",proper_case
"Rose Jäger - Britton Bielander","Rose Jäger Britton",proper_case
"Rose Jäger - Walker Fritsch","Rose Jäger Walker",proper_case
"Rose Jäger Clarke","Rose Jäger Clarke",proper_case
"Rosemaria Jaeger","Rosemaria Jaeger",proper_case
"Rosemarie Jäger","Rosemarie Jäger",proper_case
"Rosi Jäger 2 S","Rosi Jäger",proper_case
"Rozanne Hawksley Bilder Studio","Rozanne Hawksley Bilder",proper_case
"Rud Witt, Textil","Rud Witt",proper_case
"Rudee-Tancharoen-Curators'-Choice","Rudee Tancharoen Curators",proper_case
"Rudi Sand","Rudi Sand",proper_case
"Rudi Sand 1:3","Rudi Sand",proper_case
"Rudi Sand 1:6","Rudi Sand",proper_case
"Rudi Sand alle","Rudi Sand",proper_case
"Ruth Moser","Ruth Moser",proper_case
"Ruudt Peters","Ruudt Peters",proper_case
"Ruudt Peters Anima","Ruudt Peters Anima",proper_case
"RV Meret Oppenheim 6","Meret Oppenheim",proper_case
"Rygg Tove","Rygg Tove",proper_case
"s Design History","Design History",proper_case
"S. Pott - Hebach","Pott Hebach",proper_case
"Sabine Brandenburg-Frank","Sabine Brandenburg Frank",proper_case
"Sabine Lintzen","Sabine Lintzen",proper_case
"Sabine Marcelis","Sabine Marcelis",proper_case
"Sabine Mueller","Sabine Mueller",proper_case
"Sabine Müller","Sabine Müller",proper_case
"Sabine Müller 1:6","Sabine Müller",proper_case
"Sabine Reichert","Sabine Reichert",proper_case
"Sabine Reichert 1:2 hoch","Sabine Reichert",proper_case
"Sabine Reichert 1:6","Sabine Reichert",proper_case
"Sabine Stasch 1:6","Sabine Stasch",proper_case
"Sabine u Felix  Müller 12","Felix Müller",proper_case
"Sabine Wachs - 2","Sabine Wachs",proper_case
"Sacha Wendt 1:6","Sacha Wendt",proper_case
"Sachi Fujikake","Sachi Fujikake",proper_case
"Sam Tho Duong","Sam Tho Duong",proper_case
"Sam Tho Duong 1:3","Sam Tho Duong",proper_case
"Sammlung Bollmann","Sammlung Bollmann",proper_case
"Sammlung Reidel 12.6.","Sammlung Reidel",proper_case
"Sample Susanna Loew","Sample Susanna Loew",proper_case
"Samuel Köppel 1:6","Samuel Köppel",proper_case
"Sander Bokkinga","Sander Bokkinga",proper_case
"Sara Spirig 1:6","Sara Spirig",proper_case
"Sara Zouaoui 4 seiten","Sara Zouaoui",proper_case
"Sarah Hossli","Sarah Hossli",proper_case
"Schlegel Material","Schlegel Material",proper_case
"Schlegel Schmuck","Schlegel Schmuck",proper_case
"Schmuck Inhorgenta","Schmuck Inhorgenta",proper_case
"Schmuck-Neuheiten 2013","Schmuck Neuheiten",proper_case
"Schmuck-Show","Schmuck Show",proper_case
"Schneider-Koch, Julia","Schneider Koch",proper_case
"Schönholzer Textildesign 1:6","Schönholzer Textildesign",proper_case
"Schreinerei Ettwein","Schreinerei Ettwein",proper_case
"Schrille Omis","Schrille Omis",proper_case
"Schulte Material","Schulte Material",proper_case
"Schulte-Hengesbach","Schulte Hengesbach",proper_case
"Schulte-Hengesbach 1:3","Schulte Hengesbach",proper_case
"SCHWÄBISCH GMÜND","Schwäbisch Gmünd",upper_space
"Schwäbisch Gmünd 14","Schwäbisch Gmünd",proper_case
"Schwäbisch Gmünd 16 S","Schwäbisch Gmünd",proper_case
"Schweizer Initiativen für Handwerkskunst 2 S","Schweizer Initiativen",proper_case
"Schweizer Keramik","Schweizer Keramik",proper_case
"Sebastian Hepp - Curators' Choice","Sebastian Hepp Curators",proper_case
"Secondome Edizioni","Secondome Edizioni",proper_case
"Senger Tierpuppen Volker Senger","Senger Tierpuppen Volker",proper_case
"Sense Mesura Tal 20 1 S","Sense Mesura Tal",proper_case
"SET UP","Set Up",upper_space
"SG STORE ©Magnus Petersson","Magnus Petersson",proper_case
"Shigekazu Nagae","Shigekazu Nagae",proper_case
"Sho Ota","Sho Ota",proper_case
"Showroom 1 Seite Reseda","Seite Reseda",proper_case
"Shozo Michikawa","Shozo Michikawa",proper_case
"Sibylle Krause","Sibylle Krause",proper_case
"Sibylle Krause 2","Sibylle Krause",proper_case
"Sibylle Mania + Martin Neubert, LB 12 S","Sibylle Mania",proper_case
"Sibylle Umlauf 1:3","Sibylle Umlauf",proper_case
"Sibylle Umlauf Material","Sibylle Umlauf Material",proper_case
"Siegburger Keramikpreis 2","Siegburger Keramikpreis",proper_case
"Siegried Becker","Siegried Becker",proper_case
"Sigurd Bronger","Sigurd Bronger",proper_case
"Sigurd Galleri Format 2 S","Sigurd Galleri Format",proper_case
"Silber Christie's","Silber Christie",proper_case
"SILBER LEIPZIG","Silber Leipzig",upper_space
"Silber-Sommer-Galerie","Silber Sommer Galerie",proper_case
"Silbertriennale Bildauswahl","Silbertriennale Bildauswahl",proper_case
"Silke Janssen 1:6","Silke Janssen",proper_case
"Silke Spitzer 1:6","Silke Spitzer",proper_case
"Silky Way","Silky Way",proper_case
"Silvia Levenson","Silvia Levenson",proper_case
"Silvia Levenson 6","Silvia Levenson",proper_case
"Silvia Waltz","Silvia Waltz",proper_case
"SIMONE HOWE","Simone Howe",upper_space
"Simone Pheulpin FR","Simone Pheulpin",proper_case
"Sint Lucas Der Schmucksalon","Sint Lucas Der",proper_case
"Sketches by Max Lamb","Max Lamb",proper_case
"Slavik Aufnahmen Logo","Slavik Aufnahmen Logo",proper_case
"Slavik Marchetti","Slavik Marchetti",proper_case
"SOCIAL MEDIA","Social Media",upper_space
"Sonderschau Schmuck","Sonderschau Schmuck",proper_case
"Sonderschau Schmuck 2 S","Sonderschau Schmuck",proper_case
"Sophie Rowley","Sophie Rowley",proper_case
"Sotheby's European Modernism + New York 2 Seiten","European Modernism",proper_case
"Soumaya Zairi","Soumaya Zairi",proper_case
"SPACE VIDEO","Space Video",upper_space
"SPANDOW MATERIAL","Spandow Material",upper_space
"Spannring Aura - Tension ring aura","Spannring Aura Tension",proper_case
"Spezial Luxus fertige Texte","Spezial Luxus",proper_case
"Spezial Zeitgemaesser Luxus","Spezial Zeitgemaesser Luxus",proper_case
"Spitzen-Schmuck 08","Spitzen Schmuck",proper_case
"Spitzen-Schmuck 09","Spitzen Schmuck",proper_case
"Staatspreise Bayern 2","Staatspreise Bayern",proper_case
"Staatspreise Rheinland-Pfalz","Staatspreise Rheinland Pfalz",proper_case
"Stadtgoldschmied Nora Rochel","Stadtgoldschmied Nora Rochel",proper_case
"Stadtgoldschmiedin 2016 Eunmi Chun","Eunmi Chun",proper_case
"Stair Equivalence","Stair Equivalence",proper_case
"Stair Quietus","Stair Quietus",proper_case
"Stair Quotidian","Stair Quotidian",proper_case
"Stankowski-Preis 1 Seite","Stankowski Preis",proper_case
"Starker Auftritt - Schuhe","Starker Auftritt Schuhe",proper_case
"Statements Hochschulen","Statements Hochschulen",proper_case
"Statements Teilnehmer","Statements Teilnehmer",proper_case
"Staud's Marmelade-Mathias Hahn","Marmelade Mathias Hahn",proper_case
"Stefan Lenke","Stefan Lenke",proper_case
"Stefania Lucchetta","Stefania Lucchetta",proper_case
"Stefania Luchetta 1:6","Stefania Luchetta",proper_case
"Stefanie Dingel 1:6","Stefanie Dingel",proper_case
"Stefanie Kölbel","Stefanie Kölbel",proper_case
"Stefanie Prießnitz","Stefanie Prießnitz",proper_case
"Stefanie Prießnitz 1:3","Stefanie Prießnitz",proper_case
"Stefanie Priessnitz 1:6","Stefanie Priessnitz",proper_case
"Stefanie Prießnitz 1:6","Stefanie Prießnitz",proper_case
"Steffen Dam","Steffen Dam",proper_case
"Steinemann Material","Steinemann Material",proper_case
"Steiner München","Steiner München",proper_case
"Stephan Schulz","Stephan Schulz",proper_case
"Stephanie Fleck","Stephanie Fleck",proper_case
"Stephanie Fleck Bilder","Stephanie Fleck Bilder",proper_case
"Sterkl Fleischwaren-MarchGut","Sterkl Fleischwaren",proper_case
"Sterling Galeria","Sterling Galeria",proper_case
"Sterling Ruby","Sterling Ruby",proper_case
"Stilhaus Creative Hub 1:2 Seite","Stilhaus Creative Hub",proper_case
"Stills Müller","Stills Müller",proper_case
"STOSS IM HIMMEL","Stoss Im Himmel",upper_space
"Straßburg-Lulu Bai","Straßburg Lulu Bai",proper_case
"Straßburg–Nelly Zagury","Nelly Zagury",proper_case
"Studenten Idar-Oberstein","Studenten Idar Oberstein",proper_case
"Studio Jo Meesters","Studio Jo Meesters",proper_case
"Studio Martijntje Cornelia 1:6","Studio Martijntje Cornelia",proper_case
"Studio Reinier Bosch","Studio Reinier Bosch",proper_case
"Su Kroker","Su Kroker",proper_case
"Subodh Gupta 1:2 Seite","Subodh Gupta",proper_case
"Süddeutscher Keramikpreis","Süddeutscher Keramikpreis",proper_case
"Südwestdeutscher Keramikpreis 1","Südwestdeutscher Keramikpreis",proper_case
"SUPPORT ASSETS","Support Assets",upper_space
"Surreale Objekte","Surreale Objekte",proper_case
"Surreale-Bilder","Surreale Bilder",proper_case
"Susanna Kuschek","Susanna Kuschek",proper_case
"Susanna Kuschek 1:3","Susanna Kuschek",proper_case
"Susanna Kuschek 1:3 hochformat","Susanna Kuschek",proper_case
"Susanna Kuschek 1:6","Susanna Kuschek",proper_case
"Susanna Loew","Susanna Loew",proper_case
"Susanne Elstner","Susanne Elstner",proper_case
"Susanne Goldbach","Susanne Goldbach",proper_case
"Susanne Goldbach 1:6","Susanne Goldbach",proper_case
"Susanne Meyer 1:6","Susanne Meyer",proper_case
"Susanne Siegert 1:6","Susanne Siegert",proper_case
"Suzanne Jongmans 14","Suzanne Jongmans",proper_case
"Svato Zapletal 1:6","Svato Zapletal",proper_case
"Sven Temper S","Sven Temper",proper_case
"Svenja John Auswahl","Svenja John Auswahl",proper_case
"Swiss Ceramics Material","Swiss Ceramics Material",proper_case
"Swissceramics Mendrisio","Swissceramics Mendrisio",proper_case
"Sybille Krause Bildauswahl","Sybille Krause Bildauswahl",proper_case
"Sylvia Juhl 1:6","Sylvia Juhl",proper_case
"Tabea Reulecke","Tabea Reulecke",proper_case
"Takagaki Atsushi","Takagaki Atsushi",proper_case
"Takto Material","Takto Material",proper_case
"Tal 20 Puig Cuyas","Puig Cuyas",proper_case
"tal20 Ignazi Cavalier, Julia Baudler 1","Ignazi Cavalier",proper_case
"Talente Preise 2 S","Talente Preise",proper_case
"Talente Preise 2020 4 S","Talente Preise",proper_case
"Talente Preisträger","Talente Preisträger",proper_case
"Tallinn-Helena Kreem","Tallinn Helena Kreem",proper_case
"Tanja Friedrichs","Tanja Friedrichs",proper_case
"Tanja Friedrichs 1:3","Tanja Friedrichs",proper_case
"Tanja Friedrichs Bilder","Tanja Friedrichs Bilder",proper_case
"Tanja Fruhmann-Thomas 1:6","Tanja Fruhmann Thomas",proper_case
"Tanja Hartmann","Tanja Hartmann",proper_case
"Tanja Zessel","Tanja Zessel",proper_case
"Tanja Zessel 1:6","Tanja Zessel",proper_case
"Taxing Art | Beta Tank | Portrait web-rez","Taxing Art",proper_case
"Ted Walk","Ted Walk",proper_case
"Teppiche Schweiz F","Teppiche Schweiz",proper_case
"Teppiche-Infoseiten 2","Teppiche Infoseiten",proper_case
"Terunobe Fantastische Architektur 2S","Terunobe Fantastische Architektur",proper_case
"Texte Grassimesse","Texte Grassimesse",proper_case
"Texte Grassimesse alt","Texte Grassimesse",proper_case
"Textilkunst Luckner-Bien 12","Textilkunst Luckner Bien",proper_case
"Thai Hua","Thai Hua",proper_case
"The Craft Station","The Craft Station",proper_case
"Theda Itzenga","Theda Itzenga",proper_case
"Themen-Seitenplan","Themen Seitenplan",proper_case
"Thierry Boissel","Thierry Boissel",proper_case
"Thomas Bohle","Thomas Bohle",proper_case
"Thomas Feichtner","Thomas Feichtner",proper_case
"Thomas Jakobson bessere Foto folgt","Thomas Jakobson",proper_case
"Thomas Kohlbrenner 1:3","Thomas Kohlbrenner",proper_case
"Thomas Kurer 1:3","Thomas Kurer",proper_case
"Thomas Neber 1:6","Thomas Neber",proper_case
"Through Objects 2","Through Objects",proper_case
"Tide Hamburg","Tide Hamburg",proper_case
"Tide-Fotos","Tide Fotos",proper_case
"Tiff Massey, Kunst","Tiff Massey",proper_case
"Tim Udvardi-Lakos","Tim Udvardi Lakos",proper_case
"Tina Ickes","Tina Ickes",proper_case
"TINA KRAUS","Tina Kraus",upper_space
"Tina Miyake","Tina Miyake",proper_case
"Tobias Walker 1:6","Tobias Walker",proper_case
"Tomonari Hashimoto","Tomonari Hashimoto",proper_case
"Tone Vigeland 10","Tone Vigeland",proper_case
"Tora Urup","Tora Urup",proper_case
"Tore Svensson","Tore Svensson",proper_case
"Total Stahl Aussteller","Total Stahl Aussteller",proper_case
"Trauerkultur-Gastroph","Trauerkultur Gastroph",proper_case
"Triennale Materials revisited","Triennale Materials",proper_case
"Trier-Estela Saez Vilanova","Trier Estela Saez",proper_case
"Trine Mauritz Eriksen","Trine Mauritz Eriksen",proper_case
"Tschechischer Kubismus","Tschechischer Kubismus",proper_case
"Tu Ego","Tu Ego",proper_case
"Turbo Princess","Turbo Princess",proper_case
"U Laurens Stockner","Laurens Stockner",proper_case
"UDK Berlin-University","Berlin University",proper_case
"Ueberschaer - 13_09_25 - Finale Daten","Finale Daten",proper_case
"Uli Biskup","Uli Biskup",proper_case
"Uli Biskup 1:6","Uli Biskup",proper_case
"Ullmann Material und MJC","Ullmann Material",proper_case
"Ulrika-Barr-Curators'-Choice","Ulrika Barr Curators",proper_case
"Ulrike Isensee 1:6","Ulrike Isensee",proper_case
"Ulrike Isensee 4","Ulrike Isensee",proper_case
"Ulrike Poelk","Ulrike Poelk",proper_case
"Ulrike Ullmann","Ulrike Ullmann",proper_case
"Umfrage Galerien","Umfrage Galerien",proper_case
"Umlauf-Orrom 2S","Umlauf Orrom",proper_case
"Uncommon Matters","Uncommon Matters",proper_case
"Unkorrigierte Layouts","Unkorrigierte Layouts",proper_case
"Urlaub Schuhmacher","Urlaub Schuhmacher",proper_case
"Ute Beck","Ute Beck",proper_case
"Ute Beck 1:6","Ute Beck",proper_case
"Ute Beck 2 S","Ute Beck",proper_case
"Ute Dreist","Ute Dreist",proper_case
"Ute Dreist 1:6","Ute Dreist",proper_case
"v Julian Watts","Julian Watts",proper_case
"V&A Bollinger Schmuck","Bollinger Schmuck",proper_case
"Valentin Loellmann","Valentin Loellmann",proper_case
"Valentin Loellmann Bildauswahl","Valentin Loellmann Bildauswahl",proper_case
"Van den Bosch-Preis für Marc Monzo 1","Bosch Preis",proper_case
"Van Ham-Auktion","Van Ham Auktion",proper_case
"van Hees Material","Hees Material",proper_case
"Van Hoek","Van Hoek",proper_case
"Vera Rhodius","Vera Rhodius",proper_case
"Vera Rhodius 1:3","Vera Rhodius",proper_case
"Vera Rhodius 1:6","Vera Rhodius",proper_case
"Vera Rhodius da","Vera Rhodius",proper_case
"Vera Siemund Schmuck","Vera Siemund Schmuck",proper_case
"Vera Siemund Stadtgoldschmied Hanau","Vera Siemund Stadtgoldschmied",proper_case
"Vereinbarung Grassimesse","Vereinbarung Grassimesse",proper_case
"Verena Kaus","Verena Kaus",proper_case
"Veronika Schmidt","Veronika Schmidt",proper_case
"VICENTE GRACIA","Vicente Gracia",upper_space
"Victor Hunt","Victor Hunt",proper_case
"Victor Mayer","Victor Mayer",proper_case
"Victor Novotny","Victor Novotny",proper_case
"Victoria Tobostai 1:6","Victoria Tobostai",proper_case
"Viel Holz am Hals","Viel Holz",proper_case
"Vienna Material","Vienna Material",proper_case
"Vier Einbandkünstlerinnen 3 Seiten","Vier Einbandkünstlerinnen",proper_case
"Viktoria Münzker","Viktoria Münzker",proper_case
"Vincent Van Hees 1:6","Vincent Van Hees",proper_case
"Vincent van Hees, Christian Kersten 1:6","Christian Kersten",proper_case
"Viola Hermann","Viola Hermann",proper_case
"Violetta Elisa Seliger","Violetta Elisa Seliger",proper_case
"Violetta Elisa Seliger 1:3","Violetta Elisa Seliger",proper_case
"Violetta Elisa Seliger 1:6","Violetta Elisa Seliger",proper_case
"Violetta Seliger 1:3 hochformat","Violetta Seliger",proper_case
"VIP IMAGES","Vip Images",upper_space
"Virgil England","Virgil England",proper_case
"Vita State","Vita State",proper_case
"Vivi Touloumidi","Vivi Touloumidi",proper_case
"Vivi Touloumidi Portrait 2 Seiten","Vivi Touloumidi Portrait",proper_case
"Vivian Hackbarth","Vivian Hackbarth",proper_case
"Vivian Hackbarth 1","Vivian Hackbarth",proper_case
"Vivid-Rotterdam","Vivid Rotterdam",proper_case
"VON FLO","Von Flo",upper_space
"Vorspann Eunique","Vorspann Eunique",proper_case
"w Christopher Kurz","Christopher Kurz",proper_case
"Walter Lokau","Walter Lokau",proper_case
"WALTER LUTZ","Walter Lutz",upper_space
"Walter Wittek 1:6","Walter Wittek",proper_case
"Wasinburee Supanichvoraparch","Wasinburee Supanichvoraparch",proper_case
"WEBSITE_IMG_PROFILES","Website Img Profiles",underscore_upper
"WEBSITE_STORIES","Website Stories",underscore_upper
"WEBSITED_GRADED_RVB-JP","Websited Graded Rvb-Jp",underscore_upper
"Weiss Urnen","Weiss Urnen",proper_case
"Weiße Riesen","Weiße Riesen",proper_case
"Weitere Bilder","Weitere Bilder",proper_case
"Wenz - Dau","Wenz Dau",proper_case
"Werkraum Bregenzer Wald 4 Seiten","Werkraum Bregenzer Wald",proper_case
"Werkraum Bregenzerwald","Werkraum Bregenzerwald",proper_case
"Werkstatt Steckner-Crodel 1:6","Werkstatt Steckner Crodel",proper_case
"West-Ost Dialog für Kurz und gut","West Ost Dialog",proper_case
"Wiebke Möller","Wiebke Möller",proper_case
"Wiebke Siem 4 S","Wiebke Siem",proper_case
"Wien-Schwerpunkt","Wien Schwerpunkt",proper_case
"Wietske Van Leeuwen 4 S","Wietske Van Leeuwen",proper_case
"Wilfried Moll","Wilfried Moll",proper_case
"Willem Speekenbrink","Willem Speekenbrink",proper_case
"Windmuehlenmesser-Vorauswahl-I","Windmuehlenmesser Vorauswahl",proper_case
"WORK IMAGES","Work Images",upper_space
"Wouter Scheublin","Wouter Scheublin",proper_case
"x For Forest","For Forest",proper_case
"x Hoffmann Prutscher 2 S","Hoffmann Prutscher",proper_case
"x Isabella Hund","Isabella Hund",proper_case
"x Live Lab Studio, Frau Hahn","Live Lab Studio",proper_case
"x Open Space","Open Space",proper_case
"x Rudolf Bott","Rudolf Bott",proper_case
"x Sheila Hicks 4 S","Sheila Hicks",proper_case
"x Umlauf-Orrom","Umlauf Orrom",proper_case
"x Vienna Biennale 12","Vienna Biennale",proper_case
"xArt Saves World","Saves World",proper_case
"Xavier Toubes","Xavier Toubes",proper_case
"xFaenza Preis Keramik 4","Preis Keramik",proper_case
"xHelmut Newton Polaroids","Newton Polaroids",proper_case
"XHIBITION SPACE","Xhibition Space",upper_space
"xKünstler Innen Häuser Außen","Innen Häuser Außen",proper_case
"xTalismane und Amulette. Vom Glück bringen und böse Mächte bannen","Vom Glück",proper_case
"xUnurgent Argilla Nina Salsotto Officine Saffi 2","Argilla Nina Salsotto",proper_case
"y Authentische Orte J","Authentische Orte",proper_case
"Yasmin Mirza-Zadeh 1:6","Yasmin Mirza Zadeh",proper_case
"Yasmin Mirza-Zadeh_1:6","Yasmin Mirza",proper_case
"Yasuhisa Kohyama","Yasuhisa Kohyama",proper_case
"Yasuhisa Kohyama, Keramik","Yasuhisa Kohyama",proper_case
"Yasutaka Okamura","Yasutaka Okamura",proper_case
"Yoko Ono","Yoko Ono",proper_case
"Yoshikawa Masamichi","Yoshikawa Masamichi",proper_case
"YOUNG AMBASSADORS PROGRAMME","Young Ambassadors Programme",upper_space
"Young-Jae lee 8 S","Young Jae",proper_case
"Youngsoon Lee","Youngsoon Lee",proper_case
"Yufuku-Galerie","Yufuku Galerie",proper_case
"z Arts Crafts World Konzept","Arts Crafts World",proper_case
"zA R T _ Heinz Mack?","Heinz Mack",proper_case
"Zakuhito Takadoi","Zakuhito Takadoi",proper_case
"Zeichenakademie Hanau H","Zeichenakademie Hanau",proper_case
"Zeitner John","Zeitner John",proper_case
"Zeughausmesse-Preis","Zeughausmesse Preis",proper_case
"Zhao Jinya - Curators' Choice","Zhao Jinya Curators",proper_case
"Zimmermann-Haus","Zimmermann Haus",proper_case
"Zink, Karl Fritsch","Karl Fritsch",proper_case
"Zizipho Poswa 14 S","Zizipho Poswa",proper_case
"Zobel-Biró","Zobel Bir",proper_case
"Zsolt József Simon-Curators'Choice","Zsolt József Simon",proper_case
